Instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK_Mean_Effort,algo_LKCC_Mean_Effort,Sources
CLKhard_167,101.4647808,193.97,223.97,0.0024,0.016,0.0849,0.2871,160.3586281,154840,0.000351398,71.45579893,8,4,21.83928571,11,0.09,27.36888661,1751990,142909,Hard_CLK
CLKhard_168,95.57177732,175.97,168,0.0022,0.0158,0.0893,0.2917,147.1832691,157206,0.000289346,63.34910575,5,0,538.3,2,0.28,39.42844274,1770550,163205,Hard_CLK
CLKhard_169,103.4063223,199.92,236.43,0.0022,0.0153,0.0885,0.2981,162.853397,153260,0.000311228,65.31079387,6,4,33.86666667,2,0.19,45.93362504,1947240,198736,Hard_CLK
CLKhard_170,95.9029659,202.43,180.92,0.0022,0.0147,0.086,0.283,150.3042867,153242,0.000495764,74.43353523,6,4,339.5,1,0.07,34.91976844,1728340,259920,Hard_CLK
CLKhard_171,96.49847301,193.76,207,0.0022,0.0147,0.0874,0.2937,153.1780121,152084,0.000223625,54.48790088,8,4,51.92857143,2,0.25,38.16161323,1395630,117887,Hard_CLK
CLKhard_172,97.73097374,183.25,198.72,0.0023,0.0154,0.0893,0.292,148.8523054,157210,0.000244422,63.50258886,6,4,98.56666667,3,0.1,42.2202593,2183970,308384,Hard_CLK
CLKhard_173,97.59619266,216.75,194.53,0.0021,0.0143,0.0878,0.2895,151.8995435,149326,0.000345016,60.15593159,5,0,120.2,9,0.18,45.10642316,1383180,124258,Hard_CLK
CLKhard_174,101.6169546,225.15,194.26,0.0023,0.0151,0.0816,0.29,162.6261063,154445,0.0005125,70.84826478,7,2,77.9047619,7,0.24,34.6793441,1609830,106409,Hard_CLK
CLKhard_175,93.79683314,164.14,178.4,0.0024,0.0155,0.0891,0.2855,147.2611488,153660,0.001093039,116.4056458,4,0,81.33333333,8,0.18,51.50476571,1405520,218954,Hard_CLK
CLKhard_176,100.5679804,217.16,194.21,0.0022,0.0151,0.0892,0.2959,160.998483,155232,0.00034405,67.23628289,5,0,180.5,5,0.23,47.45221913,1754970,162386,Hard_CLK
CLKhard_177,99.89398345,200.44,187.31,0.0022,0.015,0.0864,0.2913,161.5579973,150535,0.000317439,61.39509422,8,4,46.21428571,2,0.36,34.27187721,1147200,110787,Hard_CLK
CLKhard_178,105.0933175,183.8,224.25,0.0024,0.016,0.0864,0.2934,166.9939579,154836,0.000423269,77.76986756,7,2,64.80952381,10,0.16,33.12605107,1864090,203888,Hard_CLK
CLKhard_179,102.708936,168.84,204.76,0.0023,0.0153,0.0883,0.2969,163.0841615,152881,0.000545049,80.79267425,5,0,136,10,0.15,39.48705111,1361430,142797,Hard_CLK
CLKhard_180,99.06966754,216.09,183.29,0.0023,0.015,0.0864,0.2919,154.8276919,155232,0.000358078,68.02929954,4,0,568.9166667,19,0.16,40.15265953,1502320,242179,Hard_CLK
CLKhard_181,101.925646,202.34,202.96,0.0022,0.0156,0.0871,0.2884,162.6292213,153639,0.000607485,77.48706787,6,4,186.9666667,9,0.23,31.57936139,1517570,129398,Hard_CLK
CLKhard_182,96.51934823,184.04,183.04,0.0022,0.0153,0.0861,0.2929,154.8575392,153664,0.000432525,64.77442402,5,0,28.2,9,0.27,51.52201718,1315490,183205,Hard_CLK
CLKhard_183,97.02786528,175.48,209.59,0.0023,0.0159,0.0865,0.2853,154.5041794,151698,0.000501369,84.11774583,6,4,77.36666667,11,0.25,39.344912,1433240,162000,Hard_CLK
CLKhard_184,102.6421986,225.49,179.03,0.0023,0.0158,0.0891,0.2959,162.0129909,154822,0.000495697,72.05331948,4,0,141.6666667,18,0.16,44.96425049,1687940,212727,Hard_CLK
CLKhard_185,96.72800022,217.07,196.63,0.0021,0.0151,0.0871,0.289,152.7033159,154448,0.000392487,65.13861864,5,0,46.8,12,0.21,45.02619404,1627310,245681,Hard_CLK
CLKhard_186,96.93977543,184.67,189.34,0.0023,0.0157,0.0881,0.2873,155.9111601,154440,0.000878588,96.9729151,6,4,41.2,10,0.12,37.8428881,1487490,192220,Hard_CLK
CLKhard_187,100.9955196,188.82,193.68,0.0022,0.0148,0.0837,0.2888,162.6475683,152881,0.000424407,70.67734202,7,2,51.47619048,10,0.18,31.95454887,1719760,138270,Hard_CLK
CLKhard_188,95.6555937,239.47,184.83,0.0022,0.0157,0.0882,0.2845,149.7997389,153260,0.000586951,81.58711043,5,0,48.8,12,0.1,42.10283321,1717290,165549,Hard_CLK
CLKhard_189,96.61495926,197.59,196.99,0.0023,0.0157,0.0879,0.2881,154.1459135,143262,0.000570299,71.01195457,4,0,188.9166667,3,0.29,55.51359364,1562840,192804,Hard_CLK
CLKhard_190,96.53343077,219.54,220.4,0.0024,0.0157,0.0869,0.2871,151.9942347,157212,0.000441857,72.55570711,5,0,300.8,3,0.27,41.11219423,1401190,87087.3,Hard_CLK
LKCChard_001,94.3391099,181.22,167.35,0.0022,0.0153,0.0901,0.2977,144.4118933,147798,0.000511963,77.32865327,4,0,636.25,19,0.18,40.57523939,536147,1732810,Hard_LKCC
LKCChard_002,93.76409555,174.75,170.62,0.0023,0.0148,0.0928,0.2949,145.3940593,157212,0.000614355,71.92233807,1,0,0,10,0.36,135.0334372,264763,1172900,Hard_LKCC
LKCChard_003,99.19833428,170,200.97,0.0023,0.0154,0.0912,0.297,155.147211,148568,0.000367463,59.95512761,4,0,170.25,7,0.42,55.19106968,278350,828725,Hard_LKCC
LKCChard_004,91.15311635,244.86,195.39,0.0024,0.0158,0.0907,0.2855,139.6764126,157608,0.000639112,72.84970996,1,0,0,18,0.29,116.2278978,250255,855833,Hard_LKCC
LKCChard_005,91.05434584,171.74,182.44,0.0022,0.0149,0.0905,0.2894,140.8385841,152036,0.000520641,65.3506717,1,0,0,9,0.3,130.230503,304001,462637,Hard_LKCC
LKCChard_006,89.98679618,204.43,167.78,0.0022,0.0147,0.0903,0.2885,140.2965911,147042,0.000698495,72.05505882,3,1,556.3333333,15,0.51,59.01762905,238268,546103,Hard_LKCC
LKCChard_007,89.22331028,192.89,198.05,0.0023,0.0148,0.0893,0.284,139.5035912,150508,0.000492811,58.17974336,1,0,0,1,0.45,138.9146099,146513,446319,Hard_LKCC
LKCChard_008,95.64420828,174.82,199.02,0.0022,0.0145,0.0866,0.2875,150.5723822,157608,0.000488904,63.80036184,2,0,2888,10,0.36,83.78210375,215905,861203,Hard_LKCC
LKCChard_009,94.79012136,181.4,208.54,0.0022,0.0144,0.0944,0.2981,142.1235004,150150,0.000343904,54.49356472,2,0,3528,4,0.28,74.76871639,438492,879418,Hard_LKCC
LKCChard_010,94.62839147,223.15,184.64,0.002,0.0149,0.0912,0.2923,147.0737859,158404,0.000543589,65.76160597,4,0,523.6666667,2,0.41,60.51437189,283934,1402940,Hard_LKCC
LKCChard_011,94.2829469,201.03,198.92,0.0024,0.0149,0.0886,0.2921,150.2656103,152865,0.000463788,64.11801422,1,0,0,9,0.39,143.3295219,351653,732069,Hard_LKCC
LKCChard_012,92.97907917,204.15,188.63,0.0022,0.0147,0.0905,0.292,142.5265736,152872,0.000432087,58.209841,1,0,0,14,0.26,130.9486129,367361,1119240,Hard_LKCC
LKCChard_013,87.54825438,209.51,146.36,0.0021,0.0145,0.0904,0.2884,136.4442484,144144,0.000611315,63.40996276,2,0,1568,12,0.31,95.29287976,314982,856337,Hard_LKCC
LKCChard_014,91.62449004,166.42,192.01,0.0022,0.0144,0.09,0.2892,143.090467,153266,0.000534342,57.90471322,4,0,230.9166667,7,0.38,51.02205104,416555,741930,Hard_LKCC
LKCChard_015,85.68038937,201.46,190.93,0.0022,0.0141,0.0909,0.282,134.8297819,154445,0.000606125,57.54637343,1,0,0,11,0.37,125.7577735,204615,697088,Hard_LKCC
LKCChard_016,88.78336542,222.37,175.95,0.0022,0.014,0.0875,0.2835,140.9282912,150543,0.000631864,68.92175385,1,0,0,20,0.28,131.7790357,299393,918597,Hard_LKCC
LKCChard_017,93.28497825,181.21,181.95,0.0023,0.0151,0.0913,0.2941,142.8039771,156021,0.000529929,64.68626304,3,1,457.3333333,21,0.26,57.50321488,297869,901499,Hard_LKCC
LKCChard_018,86.18338764,169.01,224.02,0.0023,0.0152,0.0942,0.2858,130.0561074,151698,0.000531689,77.06189525,1,0,0,11,0.21,118.5265151,421132,1763770,Hard_LKCC
LKCChard_019,88.24055151,199.02,210.4,0.0023,0.0147,0.0905,0.2849,134.159715,152488,0.000338942,60.74629437,2,0,3362,2,0.36,77.13539309,459666,1406940,Hard_LKCC
LKCChard_020,84.6214556,197.14,202.15,0.0021,0.0147,0.0909,0.2797,134.0091593,152880,0.000610651,66.36476525,1,0,0,3,0.36,132.1964204,289026,846758,Hard_LKCC
LKCChard_021,97.176817,193.17,177.57,0.0021,0.0144,0.0907,0.2974,151.9098645,152099,0.000360952,53.09738351,4,0,260.9166667,5,0.39,64.41930297,270123,926611,Hard_LKCC
LKCChard_022,87.34339609,208.58,184.3,0.0023,0.0145,0.0922,0.2816,134.3191847,151285,0.000281774,49.54839384,1,0,0,11,0.35,123.4298328,265385,865453,Hard_LKCC
LKCChard_023,88.75388909,204.9,190.51,0.0021,0.014,0.0913,0.287,136.0933225,143930,0.000434822,52.18098167,2,0,2964.5,7,0.23,74.03851352,213367,603303,Hard_LKCC
LKCChard_024,97.38135003,186.76,180.7,0.0024,0.0157,0.0921,0.2938,152.7453463,156812,0.0003703,64.63389071,3,1,804,13,0.31,70.26893394,477753,1403900,Hard_LKCC
LKCChard_025,87.45929444,167.93,201.12,0.0021,0.0147,0.091,0.2864,136.6390525,151638,0.000484737,61.84249457,1,0,0,9,0.42,128.2169889,239250,702880,Hard_LKCC
LKCChard_026,96.74523202,189.27,214.83,0.0023,0.015,0.0936,0.2949,149.4862529,155630,0.000409722,66.42464729,1,0,0,12,0.38,136.9423078,337851,1299950,Hard_LKCC
LKCChard_027,93.29681088,156.81,179.57,0.0023,0.0153,0.0947,0.2925,143.1932401,149765,0.000732343,79.95301683,4,0,237.6666667,10,0.35,60.25713761,298575,1040140,Hard_LKCC
LKCChard_028,92.71568647,197.12,209.6,0.0021,0.0146,0.0896,0.2906,145.1559967,153660,0.000407666,53.65703746,2,0,1152,8,0.45,99.5299243,175428,757853,Hard_LKCC
LKCChard_029,87.6186022,169.77,183.92,0.0021,0.0148,0.0944,0.2889,130.0248874,148598,0.000487256,66.11336603,2,0,1860.5,19,0.23,61.57119492,263257,911823,Hard_LKCC
LKCChard_030,92.08755193,185.59,170.48,0.0018,0.014,0.0884,0.2905,143.1216199,151710,0.000404604,54.75644394,3,1,1303,1,0.41,79.03839239,249314,971941,Hard_LKCC
LKCChard_031,88.59526112,212.45,195.4,0.0022,0.0147,0.0886,0.283,138.7221064,150046,0.000366861,56.50543736,1,0,0,0,0.31,138.7221064,375548,730908,Hard_LKCC
LKCChard_032,86.5252065,226.86,190.61,0.0023,0.0152,0.0907,0.2826,133.7388081,154044,0.000542195,69.69342676,1,0,0,8,0.34,124.0068988,300980,577062,Hard_LKCC
LKCChard_033,96.32650088,198.47,163.59,0.0023,0.0151,0.0912,0.293,149.6234694,154054,0.000605233,72.04106144,2,0,2664.5,13,0.33,80.39404017,389364,1362930,Hard_LKCC
LKCChard_034,99.09637951,181.35,188.76,0.0022,0.0153,0.0907,0.2977,152.7189536,155235,0.000478287,68.48915919,2,0,220.5,17,0.26,84.71128456,365176,1264520,Hard_LKCC
LKCChard_035,91.09934785,191.08,167.61,0.0022,0.0146,0.0906,0.2887,143.6244139,155630,0.000402834,58.300182,4,0,417.5833333,9,0.34,51.23053245,289350,456224,Hard_LKCC
LKCChard_036,85.25176738,196.92,197.48,0.0022,0.0148,0.0879,0.2809,134.9901689,153252,0.000388686,58.77791368,2,0,1682,8,0.36,87.24105217,352418,988917,Hard_LKCC
LKCChard_037,92.63680408,212.51,186.41,0.0022,0.0152,0.0907,0.2904,144.7634603,157608,0.00042428,65.93763536,2,0,2664.5,9,0.31,87.08623305,439814,1080340,Hard_LKCC
LKCChard_038,92.24504271,209.47,181.99,0.0023,0.0143,0.0892,0.2953,144.3004742,157212,0.000458903,61.24441133,3,1,937.3333333,17,0.38,56.59995298,232540,633055,Hard_LKCC
LKCChard_039,94.55781583,189.98,164.34,0.0022,0.0145,0.0928,0.2979,138.8073363,142080,0.000384024,56.72284136,4,0,1091,6,0.27,44.1626096,331779,1536840,Hard_LKCC
LKCChard_040,97.34594236,206.38,185.39,0.0023,0.0156,0.0882,0.2891,152.6900821,153663,0.000436892,66.0813561,2,0,3444.5,1,0.35,87.75310386,355295,1447490,Hard_LKCC
LKCChard_041,90.14704363,179.89,186.91,0.0021,0.0138,0.087,0.2798,143.37075,140980,0.000621218,62.22993891,1,0,0,13,0.33,136.2784016,161151,410889,Hard_LKCC
LKCChard_042,82.82575845,178.4,175.68,0.0023,0.0147,0.0949,0.2827,125.4563467,154050,0.000721804,71.12628398,2,0,2312,2,0.4,80.02483535,250630,653618,Hard_LKCC
LKCChard_043,97.10311515,191.04,204.29,0.0022,0.0152,0.0893,0.293,148.2821142,155220,0.000407559,57.57760452,2,0,1200.5,5,0.39,87.131994,284236,1168010,Hard_LKCC
LKCChard_044,104.8721385,232.96,174.52,0.0022,0.0155,0.0915,0.2973,161.3019243,156812,0.00067588,76.73184489,3,1,652.3333333,8,0.37,73.28934637,424873,1583400,Hard_LKCC
LKCChard_045,94.74301115,191.04,176.28,0.0022,0.0149,0.09,0.2947,147.9834148,155618,0.000599767,73.58314472,2,0,2312,16,0.34,87.96622092,364748,1217040,Hard_LKCC
LKCChard_046,96.06735829,192.21,197.81,0.0022,0.0145,0.0889,0.2897,151.1040955,152460,0.00043012,58.76632033,3,1,132.3333333,6,0.36,91.27507405,406917,1098310,Hard_LKCC
LKCChard_047,91.48175743,186.58,193.98,0.0022,0.0146,0.0925,0.291,142.6443084,148200,0.000495256,62.41632019,2,0,2048,10,0.4,89.65889116,300046,918874,Hard_LKCC
LKCChard_048,90.03657773,213.18,189.76,0.0023,0.0152,0.0902,0.2904,138.8532393,155610,0.000448749,65.35144373,1,0,0,16,0.25,117.8641205,334131,830326,Hard_LKCC
LKCChard_049,85.68363662,207.99,188.86,0.002,0.0143,0.0899,0.2829,133.8743154,155220,0.000428078,58.61979706,1,0,0,17,0.26,114.0132279,198941,585367,Hard_LKCC
LKCChard_050,83.99972455,198.44,232.87,0.0021,0.0141,0.0902,0.277,134.070581,152490,0.000357159,52.33748078,2,0,3120.5,3,0.44,79.57593481,273458,548001,Hard_LKCC
LKCChard_051,93.17566312,228.37,224.83,0.0021,0.0146,0.0949,0.2967,140.8996353,155618,0.000415332,60.69669257,3,1,1564.333333,12,0.32,53.42313841,221864,871237,Hard_LKCC
LKCChard_052,83.14767537,183.66,212.02,0.0022,0.0145,0.0885,0.2788,131.244002,150150,0.000704539,73.92349157,2,0,1624.5,7,0.27,84.2181044,264776,510707,Hard_LKCC
LKCChard_053,89.25420056,194.41,177.32,0.0022,0.0145,0.0872,0.2874,140.7149093,150136,0.000554091,63.10704296,1,0,0,8,0.41,134.1152077,216505,785371,Hard_LKCC
LKCChard_054,92.19036709,193.5,161.99,0.0021,0.0147,0.0922,0.2907,143.5100827,148608,0.000576403,62.65751171,3,1,631,19,0.38,62.41705286,266832,575340,Hard_LKCC
LKCChard_055,88.72397479,186.68,183.19,0.0024,0.0148,0.0934,0.2881,133.2814813,149382,0.000667728,76.02233776,1,0,0,10,0.26,120.6704029,413971,1649790,Hard_LKCC
LKCChard_056,99.5517169,208.62,211.22,0.0022,0.0153,0.0911,0.2975,154.488286,147000,0.000589101,73.50173391,3,1,1020.333333,8,0.34,65.36421827,360703,681900,Hard_LKCC
LKCChard_057,92.34513697,222.57,181.17,0.0023,0.0148,0.0909,0.2892,145.3422322,154822,0.000533035,58.72963155,2,0,18,2,0.49,101.3847837,325472,636036,Hard_LKCC
LKCChard_058,93.03518558,218.18,236.88,0.002,0.0146,0.0925,0.2947,141.8365358,155227,0.000545703,63.6109749,1,0,0,15,0.26,125.4514264,320584,1007410,Hard_LKCC
LKCChard_059,100.3962044,185.24,197.77,0.0022,0.0156,0.0896,0.2892,158.8632257,148987,0.000460799,61.01753077,3,1,94.33333333,21,0.3,54.25141617,362084,2116190,Hard_LKCC
LKCChard_060,94.21257415,200.94,222.66,0.0022,0.0145,0.0924,0.2953,145.6601506,153270,0.00047765,63.21273391,4,0,191.3333333,16,0.29,54.7387898,305883,1030090,Hard_LKCC
LKCChard_061,92.53425591,181.73,185.1,0.0022,0.0143,0.0888,0.2939,142.595049,155232,0.000594994,66.4252945,2,0,3362,2,0.44,87.79295965,290418,1023390,Hard_LKCC
LKCChard_062,99.69611272,164.35,190.96,0.0021,0.0146,0.0918,0.2966,155.3574582,154036,0.000746613,75.14885393,4,0,98.25,13,0.29,51.94488245,384713,803200,Hard_LKCC
LKCChard_063,91.83010936,194.16,200.55,0.0021,0.0145,0.0864,0.2848,147.6677477,156025,0.000504201,56.76968908,2,0,760.5,1,0.49,110.6150325,187263,973622,Hard_LKCC
LKCChard_064,91.59837185,210.56,220.62,0.0023,0.0152,0.0908,0.2909,144.0898019,155232,0.000495826,64.19235763,4,0,390.9166667,13,0.32,55.55553673,334407,1059650,Hard_LKCC
LKCChard_065,83.95922423,214.48,175.97,0.0022,0.0141,0.0905,0.279,131.9114827,150930,0.000770329,71.37586566,2,0,1860.5,11,0.28,78.58999087,162462,618406,Hard_LKCC
LKCChard_066,83.43104504,188.29,188.73,0.0021,0.0149,0.0911,0.2805,128.2190025,153648,0.000451288,61.94632687,1,0,0,18,0.26,112.7816872,320485,1163640,Hard_LKCC
LKCChard_067,102.0628145,237.31,156.09,0.0021,0.015,0.0939,0.296,158.4247777,157206,0.00059795,64.4902477,2,0,760.5,5,0.38,84.66090089,347736,1871470,Hard_LKCC
LKCChard_068,96.57327432,199.27,165.46,0.0024,0.0152,0.0897,0.2953,149.7339844,157206,0.000498167,71.46787391,3,1,1327,13,0.29,58.89730262,310898,1175970,Hard_LKCC
LKCChard_069,89.37992184,168.39,197.84,0.0023,0.0153,0.0921,0.2846,133.2293025,149352,0.000673612,81.46496819,3,1,662.3333333,12,0.36,64.11045469,266705,507520,Hard_LKCC
LKCChard_070,95.47964651,172.39,208.53,0.002,0.0143,0.0886,0.2867,153.2704507,153663,0.000344435,55.4787038,2,0,144.5,7,0.44,114.1078412,374154,512686,Hard_LKCC
LKCChard_071,89.699899,193.47,180.18,0.0022,0.015,0.0923,0.2904,135.7184091,155624,0.000525817,68.95487856,1,0,0,30,0.24,93.4915474,300480,759427,Hard_LKCC
LKCChard_072,96.47623286,172.02,197.09,0.0022,0.0148,0.0902,0.2896,151.1324491,153664,0.000386395,61.72816309,3,1,43,4,0.38,72.87296775,443705,1678610,Hard_LKCC
LKCChard_073,99.97302701,221.8,217.31,0.0022,0.0153,0.0936,0.2977,155.319592,156024,0.000508719,66.56001985,1,0,0,14,0.33,144.9250964,413706,2352710,Hard_LKCC
LKCChard_074,86.50846566,199.02,186.08,0.002,0.0144,0.0889,0.285,134.6284173,152099,0.000371543,56.7334817,2,0,2888,10,0.28,69.48811581,311145,681876,Hard_LKCC
LKCChard_075,95.97818645,202.38,153.84,0.0023,0.0147,0.0862,0.2858,152.1874904,155227,0.000720798,68.81844962,1,0,0,18,0.32,127.4627898,334957,1155730,Hard_LKCC
LKCChard_076,95.66073577,198.59,182.88,0.0022,0.0151,0.0897,0.2856,147.9262255,148995,0.000474847,64.25660129,3,1,63,13,0.37,63.91134587,383275,604434,Hard_LKCC
LKCChard_077,96.11922668,228.4,174.51,0.0022,0.0146,0.0919,0.298,148.4163655,156021,0.000478245,60.94512534,2,0,1922,22,0.24,70.5357265,234998,1050110,Hard_LKCC
LKCChard_078,96.12874138,213.95,218.84,0.0023,0.0155,0.0906,0.2924,150.2714801,154836,0.000483464,68.20296477,2,0,2964.5,7,0.47,81.3679749,382179,1024920,Hard_LKCC
LKCChard_079,90.45198107,208.36,179.37,0.0022,0.0145,0.0904,0.2835,140.174259,154044,0.000405849,61.02099731,1,0,0,0,0.35,140.174259,261401,922611,Hard_LKCC
LKCChard_080,96.73189772,163.23,191.61,0.0023,0.0151,0.0871,0.289,153.4622185,156414,0.000526617,70.78389768,3,1,301,7,0.32,73.75071106,549021,1840720,Hard_LKCC
LKCChard_081,94.03854291,203.61,198.49,0.0023,0.0149,0.0926,0.2874,146.2608922,155227,0.000527015,65.29262205,2,0,2450,4,0.43,93.03772858,257759,787450,Hard_LKCC
LKCChard_082,97.73909465,171.13,193.41,0.0024,0.0149,0.0897,0.2939,152.4881236,155624,0.000472923,66.36168946,1,0,0,14,0.35,135.031863,450089,2980470,Hard_LKCC
LKCChard_083,101.2188488,174.35,181.28,0.0023,0.0153,0.0904,0.2948,156.5400931,158403,0.00073331,80.33740404,1,0,0,16,0.25,139.8464493,275386,1304870,Hard_LKCC
LKCChard_084,87.28708361,179.67,175.26,0.0024,0.0147,0.0915,0.2911,135.7491383,150495,0.000477124,61.36898083,2,0,2048,16,0.31,87.23177978,218683,469921,Hard_LKCC
LKCChard_085,91.02920219,197.34,201.95,0.0021,0.0144,0.0871,0.2853,145.8653444,155220,0.00060532,65.9744456,2,0,1624.5,21,0.29,87.53050673,248363,650231,Hard_LKCC
LKCChard_086,93.81899052,161.65,188.33,0.0022,0.0151,0.0871,0.2827,146.5643683,152832,0.000507812,58.62422298,3,1,1201,10,0.44,67.1937673,385558,1174300,Hard_LKCC
LKCChard_087,95.44309018,200.42,179.85,0.0021,0.0141,0.0909,0.2961,148.2627135,150519,0.000479526,63.81010545,1,0,0,12,0.32,140.8531163,302054,1427930,Hard_LKCC
LKCChard_088,97.3059506,172.33,200.87,0.0019,0.0143,0.0858,0.2908,153.5841103,157605,0.00034181,53.83917852,4,0,502.25,13,0.39,55.67993773,309808,1163910,Hard_LKCC
LKCChard_089,101.5534134,188.15,208.34,0.0023,0.015,0.0891,0.2956,159.546891,148996,0.000519755,69.20863457,4,0,29.66666667,6,0.44,59.58491294,343700,1057450,Hard_LKCC
LKCChard_090,83.51493371,211.61,170.67,0.0023,0.0144,0.0917,0.2847,129.4912158,156016,0.000622939,68.31442796,1,0,0,18,0.31,106.4395623,218768,707124,Hard_LKCC
LKCChard_091,91.2518893,193.35,167.42,0.0023,0.0152,0.0933,0.2901,140.4262118,155211,0.000524574,68.14469389,3,1,1121.333333,9,0.33,66.48915517,321515,680655,Hard_LKCC
LKCChard_092,90.63281873,176.46,190.45,0.0022,0.015,0.0926,0.295,139.6123399,153272,0.000446893,61.34981981,3,1,1029,19,0.37,54.65502738,243587,389618,Hard_LKCC
LKCChard_093,97.46800214,156.92,201.24,0.0022,0.0151,0.0891,0.2929,152.6527369,147810,0.000688386,76.26667105,1,0,0,10,0.37,144.5103867,305256,1654980,Hard_LKCC
LKCChard_094,87.71201504,233.94,214.78,0.0021,0.0151,0.0916,0.284,134.7683402,147070,0.000563715,71.88910704,3,1,446.3333333,23,0.25,58.878971,172513,772237,Hard_LKCC
LKCChard_095,99.05705123,204.7,187,0.0024,0.0153,0.0902,0.2958,157.9351112,154448,0.000562618,74.27854932,3,1,537.3333333,12,0.36,63.01204761,459782,1534090,Hard_LKCC
LKCChard_096,95.30050933,194.48,194.43,0.0022,0.0152,0.0907,0.2919,149.6670058,155235,0.000338281,56.06937461,3,1,1029,16,0.42,59.9438882,313959,1352830,Hard_LKCC
LKCChard_097,101.6631964,179.1,176.81,0.0022,0.0153,0.0887,0.2986,156.9330136,150150,0.000539695,71.19887613,4,0,148.25,21,0.27,44.13971581,330351,1871800,Hard_LKCC
LKCChard_098,93.73971621,216.86,161.84,0.0023,0.0156,0.0912,0.293,144.3389857,151320,0.000609642,75.94668869,3,1,1282.333333,17,0.23,51.09714162,448837,1190220,Hard_LKCC
LKCChard_099,93.06855743,190.72,167.44,0.0022,0.015,0.0909,0.2905,144.9374763,158006,0.000643629,68.68500486,2,0,2664.5,9,0.33,77.01782908,296303,1116330,Hard_LKCC
LKCChard_100,90.76437178,204.09,175.82,0.0021,0.0146,0.0906,0.2906,140.6124984,151312,0.000474481,53.75779572,2,0,3280.5,5,0.47,74.84797316,259632,725924,Hard_LKCC
LKCChard_101,90.48517437,179.6,221.84,0.002,0.0144,0.0865,0.2847,145.8443505,158004,0.000551643,58.9785063,1,0,0,12,0.38,135.534234,252923,466448,Hard_LKCC
LKCChard_102,100.0142692,199.55,200.92,0.0023,0.0146,0.0892,0.2968,158.4505937,154445,0.000449998,60.14561695,4,0,214.3333333,2,0.44,60.79397994,416843,1295810,Hard_LKCC
LKCChard_103,92.06231759,209.88,205.42,0.0023,0.0153,0.091,0.2891,142.3168656,156807,0.000481507,72.29650024,3,1,500.3333333,8,0.25,55.26445866,414748,1122800,Hard_LKCC
LKCChard_104,92.24218566,191.88,189.74,0.0022,0.0148,0.0914,0.2868,143.4157547,155220,0.000430907,64.23676586,2,0,364.5,3,0.38,85.49399581,347442,1362030,Hard_LKCC
LKCChard_105,90.93450153,176.42,219.25,0.0023,0.0145,0.0919,0.2939,141.3451919,157212,0.000623454,65.16789058,3,1,1302.333333,15,0.37,58.50335707,214353,590931,Hard_LKCC
LKCChard_106,89.13029162,204.52,192.53,0.0022,0.015,0.0943,0.2958,131.7632895,155624,0.000552081,66.37934397,1,0,0,20,0.29,115.5213663,343808,925013,Hard_LKCC
LKCChard_107,88.37046557,166.67,210.66,0.0021,0.0143,0.0908,0.2883,135.976022,156815,0.000478942,60.10156407,1,0,0,18,0.26,114.417605,250049,553399,Hard_LKCC
LKCChard_108,97.58037541,179.3,181.31,0.0022,0.0146,0.0897,0.2924,151.2974483,150920,0.000502091,62.71306144,3,1,523,7,0.45,74.13422634,254411,867630,Hard_LKCC
LKCChard_109,89.09149568,184.76,184.45,0.0021,0.0145,0.0912,0.286,139.5879553,152096,0.000626677,63.99575221,1,0,0,12,0.31,132.0670549,179280,542771,Hard_LKCC
LKCChard_110,89.74837607,201.77,189.16,0.0019,0.0141,0.0859,0.2818,141.597847,148209,0.000487508,56.88664756,3,1,869.3333333,11,0.31,60.30664816,262883,423810,Hard_LKCC
LKCChard_111,87.00909377,200.73,183.25,0.0022,0.0143,0.092,0.286,134.8290187,156418,0.000646741,68.11321531,1,0,0,16,0.26,121.4655789,328456,1023430,Hard_LKCC
LKCChard_112,94.73142184,202.73,219.56,0.0022,0.0145,0.0878,0.292,148.8873655,158004,0.000344319,53.62181778,1,0,0,2,0.45,148.0352125,206360,412821,Hard_LKCC
LKCChard_113,83.10505958,179.58,190.62,0.0022,0.0149,0.0901,0.2828,129.06064,152036,0.000736486,76.46678414,1,0,0,13,0.28,115.5060951,258400,589213,Hard_LKCC
LKCChard_114,97.51657667,179.15,212.47,0.0023,0.0152,0.088,0.2929,155.2743215,150528,0.00066426,78.83903476,3,1,242.3333333,18,0.39,67.5472878,324552,599593,Hard_LKCC
LKCChard_115,97.08865959,171.44,196.63,0.002,0.0145,0.0931,0.2944,146.6032942,151321,0.000558888,58.65005884,2,0,760.5,23,0.2,72.565254,291227,1313410,Hard_LKCC
LKCChard_116,95.58328197,174.02,182.21,0.0021,0.0148,0.0916,0.2949,146.2614365,152832,0.000428317,58.2821694,1,0,0,24,0.31,113.5145744,225044,1892480,Hard_LKCC
